date,acceleration,x,y,z
07/22/2016 01:11:48.231621,-0.009461,-0.061768,-0.189453,1.032227 
07/22/2016 01:11:48.233112,-0.009552,0.0,0.0,0.0 
07/22/2016 01:11:48.233590,-0.011032,0.0,0.0,0.0 
07/22/2016 01:11:48.234033,-0.010819,0.0,0.0,0.0 
07/22/2016 01:11:48.239395,-0.011475,0.0,0.0,0.0 
07/22/2016 01:11:48.249951,-0.010681,-0.060791,-0.189453,1.031982 
07/22/2016 01:11:48.252652,-0.011032,0.0,0.0,0.0 
07/22/2016 01:11:48.253144,-0.010391,0.0,0.0,0.0 
07/22/2016 01:11:48.255438,-0.01091,0.0,0.0,0.0 
07/22/2016 01:11:48.255908,-0.010407,0.0,0.0,0.0 
07/22/2016 01:11:48.272187,-0.010697,-0.060791,-0.182129,1.031006 
07/22/2016 01:11:48.274172,-0.011337,0.0,0.0,0.0 
07/22/2016 01:11:48.276525,-0.011353,0.0,0.0,0.0 
07/22/2016 01:11:48.277003,-0.010986,0.0,0.0,0.0 
07/22/2016 01:11:48.279154,-0.010468,0.0,0.0,0.0 
07/22/2016 01:11:48.283535,-0.009461,-0.062744,-0.187256,1.029053 
07/22/2016 01:11:48.295690,-0.009842,0.0,0.0,0.0 
07/22/2016 01:11:48.296163,-0.011276,0.0,0.0,0.0 
07/22/2016 01:11:48.297780,-0.01001,0.0,0.0,0.0 
07/22/2016 01:11:48.298260,-0.009079,0.0,0.0,0.0 
07/22/2016 01:11:48.300798,-0.009964,-0.060547,-0.187744,1.030029 
07/22/2016 01:11:48.306843,-0.009216,0.0,0.0,0.0 
07/22/2016 01:11:48.317890,-0.010086,0.0,0.0,0.0 
07/22/2016 01:11:48.318373,-0.010101,0.0,0.0,0.0 
07/22/2016 01:11:48.320583,-0.011673,0.0,0.0,0.0 
07/22/2016 01:11:48.321334,-0.010498,-0.060547,-0.1875,1.030518 
07/22/2016 01:11:48.321898,-0.010575,0.0,0.0,0.0 
07/22/2016 01:11:48.324264,-0.009339,0.0,0.0,0.0 
07/22/2016 01:11:48.329187,-0.009567,0.0,0.0,0.0 
07/22/2016 01:11:48.329666,-0.010315,0.0,0.0,0.0 
07/22/2016 01:11:48.340323,-0.010651,-0.063965,-0.187256,1.030518 
07/22/2016 01:11:48.351859,-0.01088,0.0,0.0,0.0 
07/22/2016 01:11:48.354006,-0.010071,0.0,0.0,0.0 
07/22/2016 01:11:48.354485,-0.009354,0.0,0.0,0.0 
07/22/2016 01:11:48.356603,-0.010315,0.0,0.0,0.0 
07/22/2016 01:11:48.363080,-0.010254,-0.060547,-0.188232,1.031738 
07/22/2016 01:11:48.363557,-0.011444,0.0,0.0,0.0 
07/22/2016 01:11:48.374242,-0.010605,0.0,0.0,0.0 
07/22/2016 01:11:48.375821,-0.01091,0.0,0.0,0.0 
07/22/2016 01:11:48.376444,-0.009384,0.0,0.0,0.0 
07/22/2016 01:11:48.386953,-0.01062,-0.060303,-0.1875,1.031738 
07/22/2016 01:11:48.389170,-0.009216,0.0,0.0,0.0 
07/22/2016 01:11:48.389647,-0.010178,0.0,0.0,0.0 
07/22/2016 01:11:48.391856,-0.011749,0.0,0.0,0.0 
07/22/2016 01:11:48.396021,-0.010544,0.0,0.0,0.0 
07/22/2016 01:11:48.407883,-0.00911,-0.062256,-0.186035,1.030273 
07/22/2016 01:11:48.408369,-0.011429,0.0,0.0,0.0 
07/22/2016 01:11:48.408815,-0.010239,0.0,0.0,0.0 
07/22/2016 01:11:48.411461,-0.010605,0.0,0.0,0.0 
07/22/2016 01:11:48.411942,-0.011688,0.0,0.0,0.0 
07/22/2016 01:11:48.413848,-0.01146,-0.062988,-0.186768,1.031006 
07/22/2016 01:11:48.419380,-0.010269,0.0,0.0,0.0 
07/22/2016 01:11:48.419863,-0.010208,0.0,0.0,0.0 
07/22/2016 01:11:48.430167,-0.012024,0.0,0.0,0.0 
07/22/2016 01:11:48.432764,-0.01004,0.0,0.0,0.0 
07/22/2016 01:11:48.434698,-0.011322,-0.061768,-0.186035,1.030273 
07/22/2016 01:11:48.435175,-0.010895,0.0,0.0,0.0 
07/22/2016 01:11:48.441688,-0.010605,0.0,0.0,0.0 
07/22/2016 01:11:48.442163,-0.010941,0.0,0.0,0.0 
07/22/2016 01:11:48.444379,-0.010315,0.0,0.0,0.0 
07/22/2016 01:11:48.445094,-0.010269,-0.061768,-0.187256,1.032715 
07/22/2016 01:11:48.446029,-0.009812,0.0,0.0,0.0 
07/22/2016 01:11:48.446505,-0.01059,0.0,0.0,0.0 
07/22/2016 01:11:48.452640,-0.011246,0.0,0.0,0.0 
07/22/2016 01:11:48.455449,-0.011002,0.0,0.0,0.0 
07/22/2016 01:11:48.457742,-0.010071,-0.061035,-0.187256,1.029297 
07/22/2016 01:11:48.458224,-0.009384,0.0,0.0,0.0 
07/22/2016 01:11:48.508707,-0.010101,0.0,0.0,0.0 
07/22/2016 01:11:48.511393,-0.011597,0.0,0.0,0.0 
07/22/2016 01:11:48.511888,-0.010254,0.0,0.0,0.0 
07/22/2016 01:11:48.513763,-0.009598,-0.061768,-0.188965,1.031982 
07/22/2016 01:11:48.520543,-0.009964,0.0,0.0,0.0 
07/22/2016 01:11:48.521027,-0.011109,0.0,0.0,0.0 
07/22/2016 01:11:48.523092,-0.010254,0.0,0.0,0.0 
07/22/2016 01:11:48.524705,-0.010086,0.0,0.0,0.0 
07/22/2016 01:11:48.531595,-0.009674,-0.060547,-0.186523,1.031006 
07/22/2016 01:11:48.532074,-0.009705,0.0,0.0,0.0 
07/22/2016 01:11:48.534174,-0.009583,0.0,0.0,0.0 
07/22/2016 01:11:48.536443,-0.010285,0.0,0.0,0.0 
07/22/2016 01:11:48.536924,-0.010773,0.0,0.0,0.0 
07/22/2016 01:11:48.542620,-0.009995,-0.061523,-0.187988,1.029297 
07/22/2016 01:11:48.545382,-0.0103,0.0,0.0,0.0 
07/22/2016 01:11:48.545860,-0.010651,0.0,0.0,0.0 
07/22/2016 01:11:48.547465,-0.010376,0.0,0.0,0.0 
07/22/2016 01:11:48.554231,-0.011307,0.0,0.0,0.0 
07/22/2016 01:11:48.555847,-0.010224,-0.060791,-0.188232,1.032959 
07/22/2016 01:11:48.556323,-0.011917,0.0,0.0,0.0 
